,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
2092,0,http://www.wikidata.org/entity/Q42184501,http://www.wikidata.org/entity/Q462666,1846,Le Désespéré,Léon Bloy,male,France,1930,Catholicism,French
2093,0,http://www.wikidata.org/entity/Q2657678,http://www.wikidata.org/entity/Q1405996,1818,The Headless Horseman,Thomas Mayne Reid,male,United States of America,1865,,
2095,0,http://www.wikidata.org/entity/Q7128673,http://www.wikidata.org/entity/Q6261563,1877,Palos of the Dog Star Pack,John Ulrich Giesy,male,United States of America,1918,,
2096,0,http://www.wikidata.org/entity/Q7565072,http://www.wikidata.org/entity/Q178106,1883,Sour Grapes,William Carlos Williams,male,United States of America,1921,,
2097,0,http://www.wikidata.org/entity/Q4900097,http://www.wikidata.org/entity/Q35610,1859,Beyond the City,Arthur Conan Doyle,male,United Kingdom,1892,spiritism,English
2101,0,http://www.wikidata.org/entity/Q51426732,http://www.wikidata.org/entity/Q938841,1837,Wake-Robin,John Burroughs,male,United States of America,1892,atheism,
2102,0,http://www.wikidata.org/entity/Q16385445,http://www.wikidata.org/entity/Q2331144,1853,The Deemster,Hall Caine,male,United Kingdom,1887,,English
2104,0,http://www.wikidata.org/entity/Q4656587,http://www.wikidata.org/entity/Q182589,1834,A Dream of John Ball,William Morris,male,United Kingdom,1888,,English
2106,0,http://www.wikidata.org/entity/Q4821967,http://www.wikidata.org/entity/Q207544,1856,Aunt Jane's Nieces on the Ranch,L. Frank Baum,male,United States of America,1913,,English
2107,0,http://www.wikidata.org/entity/Q218578,http://www.wikidata.org/entity/Q179126,1819,The Seven Lamps of Architecture,John Ruskin,male,United Kingdom of Great Britain and Ireland,1849,,English
2108,0,http://www.wikidata.org/entity/Q5050817,http://www.wikidata.org/entity/Q42511,1866,The Sea Lady,H. G. Wells,male,United Kingdom,1902,,English
2109,0,http://www.wikidata.org/entity/Q1109439,http://www.wikidata.org/entity/Q37030,1875,Royal Highness,Thomas Mann,male,Nazi Germany,1909,Lutheranism,German
2113,0,http://www.wikidata.org/entity/Q4395914,http://www.wikidata.org/entity/Q35610,1859,Rodney Stone,Arthur Conan Doyle,male,United Kingdom,1896,spiritism,English
2117,0,http://www.wikidata.org/entity/Q48835848,http://www.wikidata.org/entity/Q210740,1824,Antonina,Wilkie Collins,male,United Kingdom of Great Britain and Ireland,1850,,
2118,0,http://www.wikidata.org/entity/Q19071599,http://www.wikidata.org/entity/Q1242472,1834,Curious Myths of the Middle Ages,Sabine Baring-Gould,male,United Kingdom of Great Britain and Ireland,1866,Church of England,
2122,0,http://www.wikidata.org/entity/Q7045124,http://www.wikidata.org/entity/Q538091,1808,No Treason,Lysander Spooner,male,United States of America,1867,deism,
2123,0,http://www.wikidata.org/entity/Q1510146,http://www.wikidata.org/entity/Q123075,1878,Geschwister Tanner,Robert Walser,male,Switzerland,1907,,
2124,0,http://www.wikidata.org/entity/Q5535306,http://www.wikidata.org/entity/Q1035,1809,Geological Observations on South America,Charles Darwin,male,United Kingdom of Great Britain and Ireland,1846,agnosticism,English language in England
2126,0,http://www.wikidata.org/entity/Q7731161,http://www.wikidata.org/entity/Q318399,1815,The Duke's Children,Anthony Trollope,male,United Kingdom of Great Britain and Ireland,1879,,
2127,0,http://www.wikidata.org/entity/Q17630323,http://www.wikidata.org/entity/Q346250,1870,Fatalità,Ada Negri,female,Kingdom of Italy,1892,,
2128,0,http://www.wikidata.org/entity/Q651283,http://www.wikidata.org/entity/Q151936,1854,The Golden Bough,James George Frazer,male,United Kingdom,1890,,
2129,0,http://www.wikidata.org/entity/Q13553989,http://www.wikidata.org/entity/Q77444,1837,Gradiva,Wilhelm Jensen,male,Kingdom of Prussia,1903,,German
2130,0,http://www.wikidata.org/entity/Q4458189,http://www.wikidata.org/entity/Q486096,1871,The Titan,Theodore Dreiser,male,United States of America,1914,atheism,
2131,0,http://www.wikidata.org/entity/Q7228798,http://www.wikidata.org/entity/Q210740,1824,Poor Miss Finch,Wilkie Collins,male,United Kingdom of Great Britain and Ireland,1872,,
2132,0,http://www.wikidata.org/entity/Q7754573,http://www.wikidata.org/entity/Q148234,1875,The Oakdale Affair,Edgar Rice Burroughs,male,United States of America,1918,,English
2133,0,http://www.wikidata.org/entity/Q11349205,http://www.wikidata.org/entity/Q148234,1875,The Mad King,Edgar Rice Burroughs,male,United States of America,1926,,English
2134,0,http://www.wikidata.org/entity/Q144132,http://www.wikidata.org/entity/Q179126,1819,Unto This Last,John Ruskin,male,United Kingdom of Great Britain and Ireland,1860,,English
2136,0,http://www.wikidata.org/entity/Q4658913,http://www.wikidata.org/entity/Q937439,1813,A Plain Introduction to the Criticism of the New Testament,Frederick Henry Ambrose Scrivener,male,United Kingdom of Great Britain and Ireland,1861,Anglicanism,
2137,0,http://www.wikidata.org/entity/Q104864942,http://www.wikidata.org/entity/Q3435536,1736,The Count of Narbonne,Robert Jephson,male,Republic of Ireland,1781,,
2138,0,http://www.wikidata.org/entity/Q11708550,http://www.wikidata.org/entity/Q41502,1846,Hania,Henryk Sienkiewicz,male,Poland,1876,Catholicism,Polish
2140,0,http://www.wikidata.org/entity/Q2603469,http://www.wikidata.org/entity/Q368519,1824,The Princess and Curdie,George MacDonald,male,United Kingdom of Great Britain and Ireland,1883,Presbyterianism,
2141,0,http://www.wikidata.org/entity/Q3574033,http://www.wikidata.org/entity/Q9327,1850,Yvette,Guy de Maupassant,male,France,1884,,French
2142,0,http://www.wikidata.org/entity/Q60172756,http://www.wikidata.org/entity/Q271961,1780,The Vicar of Wrexhill,Frances Trollope,female,United Kingdom,1837,,
2145,0,http://www.wikidata.org/entity/Q54802640,http://www.wikidata.org/entity/Q74664,1868,Anarchism,Paul Eltzbacher,male,Germany,1900,,German
2146,0,http://www.wikidata.org/entity/Q19895083,http://www.wikidata.org/entity/Q247473,1814,Peg Woffington,Charles Reade,male,United Kingdom of Great Britain and Ireland,1853,,
2147,0,http://www.wikidata.org/entity/Q7091098,http://www.wikidata.org/entity/Q7605796,1868,On Our Selection,Steele Rudd,male,Australia,1899,,
2148,0,http://www.wikidata.org/entity/Q23793189,http://www.wikidata.org/entity/Q214947,1886,Tubutsch,Albert Ehrenstein,male,Austria,1911,,
2150,0,http://www.wikidata.org/entity/Q19096746,http://www.wikidata.org/entity/Q40213,1865,Responsibilities,William Butler Yeats,male,Irish Free State,1916,,English
2151,0,http://www.wikidata.org/entity/Q124080807,http://www.wikidata.org/entity/Q6929948,1857,A Girl in Spring-Time,Mrs George de Horne Vaizey,female,United Kingdom of Great Britain and Ireland,1897,,
2152,0,http://www.wikidata.org/entity/Q42192745,http://www.wikidata.org/entity/Q134661,1815,The Mathematical Analysis of Logic,George Boole,male,United Kingdom of Great Britain and Ireland,1847,,
2153,0,http://www.wikidata.org/entity/Q2229265,http://www.wikidata.org/entity/Q76632,1819,Schach von Wuthenow,Theodor Fontane,male,Kingdom of Prussia,1882,,
2155,0,http://www.wikidata.org/entity/Q5460157,http://www.wikidata.org/entity/Q42511,1866,Floor Games,H. G. Wells,male,United Kingdom,1911,,English
2156,0,http://www.wikidata.org/entity/Q1069465,http://www.wikidata.org/entity/Q42511,1866,Little Wars,H. G. Wells,male,United Kingdom,1913,,English
2157,0,http://www.wikidata.org/entity/Q17061884,http://www.wikidata.org/entity/Q148234,1875,The Outlaw of Torn,Edgar Rice Burroughs,male,United States of America,1927,,English
2158,0,http://www.wikidata.org/entity/Q927292,http://www.wikidata.org/entity/Q41502,1846,With Fire and Sword,Henryk Sienkiewicz,male,Poland,1884,Catholicism,Polish
2160,0,http://www.wikidata.org/entity/Q178563,http://www.wikidata.org/entity/Q7724,1849,The Red Room,August Strindberg,male,Sweden,1879,atheism,Swedish
2161,0,http://www.wikidata.org/entity/Q124083438,http://www.wikidata.org/entity/Q434687,1848,Greene Ferne Farm,Richard Jefferies,male,United Kingdom of Great Britain and Ireland,1880,,
2162,0,http://www.wikidata.org/entity/Q124090513,http://www.wikidata.org/entity/Q137679,1857,The Valiant Runaways,Gertrude Atherton,female,United States of America,1899,,
2164,0,http://www.wikidata.org/entity/Q19753622,http://www.wikidata.org/entity/Q34743,1865,A Song of the English,Rudyard Kipling,male,United Kingdom,1909,,English
2166,0,http://www.wikidata.org/entity/Q16386781,http://www.wikidata.org/entity/Q237196,1856,Love Eternal,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1918,,
2167,0,http://www.wikidata.org/entity/Q20009790,http://www.wikidata.org/entity/Q193236,1863,San Pantaleone,Gabriele D'Annunzio,male,Kingdom of Italy,1886,atheism,
2168,0,http://www.wikidata.org/entity/Q7760466,http://www.wikidata.org/entity/Q236669,1892,The Return of the Soldier,Rebecca West,female,United Kingdom,1918,,
2169,0,http://www.wikidata.org/entity/Q2635106,http://www.wikidata.org/entity/Q41502,1846,The Deluge,Henryk Sienkiewicz,male,Poland,1886,Catholicism,Polish
2171,0,http://www.wikidata.org/entity/Q3473567,http://www.wikidata.org/entity/Q34970,1885,Sea and Sardinia,D. H. Lawrence,male,United Kingdom,1921,,
2172,0,http://www.wikidata.org/entity/Q124093610,http://www.wikidata.org/entity/Q5363377,1818,Little Susy's Little Servants,Elizabeth Prentiss,female,United States of America,1866,,
2173,0,http://www.wikidata.org/entity/Q19031436,http://www.wikidata.org/entity/Q443398,1870,Maurice Guest,Henry Handel Richardson,female,Australia,1908,,
2175,0,http://www.wikidata.org/entity/Q2068990,http://www.wikidata.org/entity/Q1512,1850,Prince Otto,Robert Louis Stevenson,male,United Kingdom,1885,Presbyterianism,English
2177,0,http://www.wikidata.org/entity/Q124090853,http://www.wikidata.org/entity/Q1288644,1866,Tiny Luttrell,Ernest William Hornung,male,United Kingdom of Great Britain and Ireland,1893,,
2178,0,http://www.wikidata.org/entity/Q110364413,http://www.wikidata.org/entity/Q938005,1795,Rob of the Bowl,John P. Kennedy,male,United States of America,1839,Episcopal Church,
2179,0,http://www.wikidata.org/entity/Q7091356,http://www.wikidata.org/entity/Q41502,1846,On the Field of Glory,Henryk Sienkiewicz,male,Poland,1906,Catholicism,Polish
2181,0,http://www.wikidata.org/entity/Q7760921,http://www.wikidata.org/entity/Q1871107,1883,The Rising Tide of Color Against White World-Supremacy,Lothrop Stoddard,male,United States of America,1920,,
2182,0,http://www.wikidata.org/entity/Q3523279,http://www.wikidata.org/entity/Q259530,1752,The Wanderer,Frances Burney,female,Kingdom of Great Britain,1814,,
2184,0,http://www.wikidata.org/entity/Q110368428,http://www.wikidata.org/entity/Q982058,1793,The Barber of Paris,Charles Paul de Kock,male,France,1839,,French
2185,0,http://www.wikidata.org/entity/Q7768089,http://www.wikidata.org/entity/Q234530,1865,The Tangled Skein,Emma Orczy,female,United Kingdom,1907,,
2187,0,http://www.wikidata.org/entity/Q25553795,http://www.wikidata.org/entity/Q191050,1842,Fantastic Fables,Ambrose Bierce,male,United States of America,1899,Christian,
2188,0,http://www.wikidata.org/entity/Q1161171,http://www.wikidata.org/entity/Q991,1821,The House of the Dead,Fyodor Dostoyevsky,male,Russian Empire,1862,Russian Orthodox Church,Russian
2189,0,http://www.wikidata.org/entity/Q2943621,http://www.wikidata.org/entity/Q191050,1842,An Occurrence at Owl Creek Bridge,Ambrose Bierce,male,United States of America,1890,Christian,
2190,0,http://www.wikidata.org/entity/Q3506752,http://www.wikidata.org/entity/Q82006,1804,Sybil,Benjamin Disraeli,male,United Kingdom of Great Britain and Ireland,1845,Christianity,
2193,0,http://www.wikidata.org/entity/Q7753707,http://www.wikidata.org/entity/Q4309820,1849,The New Paul and Virginia,William Hurrell Mallock,male,United Kingdom of Great Britain and Ireland,1878,,
2194,0,http://www.wikidata.org/entity/Q8000838,http://www.wikidata.org/entity/Q2137717,1803,Wild Wales,George Borrow,male,United Kingdom of Great Britain and Ireland,1862,,
2195,0,http://www.wikidata.org/entity/Q22090538,http://www.wikidata.org/entity/Q35610,1859,The Crime of the Congo,Arthur Conan Doyle,male,United Kingdom,1909,spiritism,English
2199,0,http://www.wikidata.org/entity/Q3733783,http://www.wikidata.org/entity/Q3809662,1849,Etidorhpa,John Uri Lloyd,male,United States of America,1895,,
2200,0,http://www.wikidata.org/entity/Q7743210,http://www.wikidata.org/entity/Q36184,1847,The Jewel of Seven Stars,Bram Stoker,male,United Kingdom of Great Britain and Ireland,1903,,
2201,0,http://www.wikidata.org/entity/Q5945557,http://www.wikidata.org/entity/Q333004,1875,Huntingtower,John Buchan,male,United Kingdom,1922,,
2202,0,http://www.wikidata.org/entity/Q124080848,http://www.wikidata.org/entity/Q374462,1844,A Humble Enterprise,Ada Cambridge,female,United Kingdom of Great Britain and Ireland,1896,,
2203,0,http://www.wikidata.org/entity/Q48770862,http://www.wikidata.org/entity/Q469974,1753,Nature and Art,Elizabeth Inchbald,female,United Kingdom of Great Britain and Ireland,1796,,English
2204,0,http://www.wikidata.org/entity/Q124086993,http://www.wikidata.org/entity/Q252307,1867,The Beautiful White Devil,Guy Boothby,male,Australia,1896,,
2206,0,http://www.wikidata.org/entity/Q7883341,http://www.wikidata.org/entity/Q185696,1832,Under the Lilacs,Louisa May Alcott,female,United States of America,1878,,English
2207,0,http://www.wikidata.org/entity/Q99943074,http://www.wikidata.org/entity/Q310866,1871,He Who Gets Slapped,Leonid Andreyev,male,Russian Empire,1921,,
2208,0,http://www.wikidata.org/entity/Q5299399,http://www.wikidata.org/entity/Q207544,1856,Dot and Tot of Merryland,L. Frank Baum,male,United States of America,1901,,English
2209,0,http://www.wikidata.org/entity/Q2637002,http://www.wikidata.org/entity/Q42511,1866,In the Days of the Comet,H. G. Wells,male,United Kingdom,1906,,English
2210,0,http://www.wikidata.org/entity/Q14194757,http://www.wikidata.org/entity/Q437798,1863,Psyche,Louis Couperus,male,Kingdom of the Netherlands,1898,,Dutch
2211,0,http://www.wikidata.org/entity/Q862816,http://www.wikidata.org/entity/Q35802,1632,Ethics,Benedictus de Spinoza,male,Dutch Republic,1677,,
2212,0,http://www.wikidata.org/entity/Q978723,http://www.wikidata.org/entity/Q33977,1828,Robur the Conqueror,Jules Verne,male,France,1886,Catholicism,French
2213,0,http://www.wikidata.org/entity/Q1213386,http://www.wikidata.org/entity/Q1512,1850,Weir of Hermiston,Robert Louis Stevenson,male,United Kingdom,1896,Presbyterianism,English
2215,0,http://www.wikidata.org/entity/Q476349,http://www.wikidata.org/entity/Q76480,1871,Der Untertan,Heinrich Mann,male,Germany,1918,,
2216,0,http://www.wikidata.org/entity/Q16934371,http://www.wikidata.org/entity/Q237196,1856,The Lady of Blossholme,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1909,,
2217,0,http://www.wikidata.org/entity/Q124090661,http://www.wikidata.org/entity/Q670179,1854,The Witch of Prague,Francis Marion Crawford,male,United States of America,1891,,
2218,0,http://www.wikidata.org/entity/Q6815614,http://www.wikidata.org/entity/Q1512,1850,Memories and Portraits,Robert Louis Stevenson,male,United Kingdom,1887,Presbyterianism,English
2220,0,http://www.wikidata.org/entity/Q286611,http://www.wikidata.org/entity/Q34628,1729,Nathan the Wise,Gotthold Ephraim Lessing,male,Electorate of Saxony,1779,Christianity,German
2221,0,http://www.wikidata.org/entity/Q1129859,http://www.wikidata.org/entity/Q991,1821,Uncle's Dream,Fyodor Dostoyevsky,male,Russian Empire,1859,Russian Orthodox Church,Russian
2222,0,http://www.wikidata.org/entity/Q28936838,http://www.wikidata.org/entity/Q6342921,1856,Australian Legendary Tales,K. Langloh Parker,female,United Kingdom,1896,,
2225,0,http://www.wikidata.org/entity/Q16386106,http://www.wikidata.org/entity/Q185696,1832,Hospital Sketches,Louisa May Alcott,female,United States of America,1863,,English
2226,0,http://www.wikidata.org/entity/Q19099821,http://www.wikidata.org/entity/Q555298,1893,The Star-Treader,Clark Ashton Smith,male,United States of America,1912,,
2227,0,http://www.wikidata.org/entity/Q3795460,http://www.wikidata.org/entity/Q113681,1864,The King of Schnorrers,Israel Zangwill,male,United Kingdom of Great Britain and Ireland,1894,,English
2229,0,http://www.wikidata.org/entity/Q7062617,http://www.wikidata.org/entity/Q170509,1843,Notes of a Son and Brother,Henry James,male,United States of America,1914,,English
2231,0,http://www.wikidata.org/entity/Q16386455,http://www.wikidata.org/entity/Q237196,1856,Jess,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1887,,
2232,0,http://www.wikidata.org/entity/Q7748704,http://www.wikidata.org/entity/Q276028,1849,The Lost Prince,Frances Hodgson Burnett,female,United States of America,1915,Christian Science,English
2238,0,http://www.wikidata.org/entity/Q60172710,http://www.wikidata.org/entity/Q3296149,1778,Discipline,Mary Brunton,female,Kingdom of Great Britain,1841,,
2240,0,http://www.wikidata.org/entity/Q7774542,http://www.wikidata.org/entity/Q34970,1885,The White Peacock,D. H. Lawrence,male,United Kingdom,1911,,
